일본어,읽기,뜻,연도,페이지,분류,섹션,검수상태,관계그룹,원본표현,출처파일
余暇,よか,여가,2025,,,,,,,1.csv
検閲,けんえつ,검열,2025,,,,,,,1.csv
裁く,さばく,"중재하다, 재판하다",2025,,,,,,,1.csv
頑丈,がんじょう,"튼튼함, 견고함",2025,,,,,,,1.csv
行政,ぎょうせい,행정,2025,,,,,,,1.csv
芳しくない,かんばしくない,바람직하지 않다,2025,,,,,,,1.csv
鈍い,にぶい,둔하다,2025,,,,,,,1.csv
崇高,すうこう,숭고함,2025,,,,,,,1.csv
胸中,きょうちゅう,"흉중, 가슴 속, 심정",2025,,,,,,,1.csv
潜む,ひそむ,"숨어 있다, 잠재하다",2025,,,,,,,1.csv
卓越,たくえつ,"탁월, 뛰어남",2025,,,,,,,1.csv
管轄,かんかつ,관할,2025,,,,,,,1.csv
腐敗,ふはい,부패,2024,,,,,,,1.csv
粘膜,ねんまく,점막,2024,,,,,,,1.csv
戒める,いましめる,"경고하다, 징계하다",2024,,,,,,,1.csv
絶叫,ぜっきょう,절규,2024,,,,,,,1.csv
抱負,ほうふ,포부,2024,,,,,,,1.csv
筋道（を立てる）,すじみち（をたてる）,조리(있게 하다),2024,,,,,,,1.csv
粗い,あらい,"거칠다, 조잡하다",2024,,,,,,,1.csv
寿命,じゅみょう,수명,2024,,,,,,,1.csv
誓約書,せいやくしょ,서약서,2024,,,,,,,1.csv
背後,はいご,"등 뒤, 배후",2024,,,,,,,1.csv
侮る,あなどる,"깔보다, 업신여기다",2024,,,,,,,1.csv
奔放な（性格）,ほんぽうな（せいかく）,자유 분방한(성격),2024,,,,,,,1.csv
騒然とする,そうぜんとする,"소란스럽다, 술렁이다",2023,,,,,,,1.csv
秩序,ちつじょ,질서,2023,,,,,,,1.csv
朗らかな,ほがらかな,명랑한,2023,,,,,,,1.csv
軌跡,きせき,궤적,2023,,,,,,,1.csv
矛盾,むじゅん,모순,2023,,,,,,,1.csv
賄う,まかなう,"마련하다, (식사를) 제공하다",2023,,,,,,,1.csv
諭す,さとす,타이르다,2023,,,,,,,1.csv
潜伏,せんぷく,잠복,2023,,,,,,,1.csv
振興,しんこう,진흥,2023,,,,,,,1.csv
偏り,かたより,"편견, 치우침",2023,,,,,,,1.csv
誇張,こちょう,과장,2023,,,,,,,1.csv
軽率な,けいそつな,경솔한,2023,,,,,,,1.csv
勇敢に,ゆうかんに,용감하게,2022,,,,,,,1.csv
慕う,したう,"사모하다, 깊이 존경하다",2022,,,,,,,1.csv
沈下,ちんか,"침하, 물속에 가라앉음",2022,,,,,,,1.csv
監督,かんとく,감독,2022,,,,,,,1.csv
透ける,すける,"비쳐 보이다, 들여다 보이다",2022,,,,,,,1.csv
臨む,のぞむ,"임하다, 마주하다",2022,,,,,,,1.csv
忠告,ちゅうこく,충고,2022,,,,,,,1.csv
施錠,せじょう,자물쇠를 채움,2022,,,,,,,1.csv
阻まれる,はばまれる,가로막히다,2022,,,,,,,1.csv
派生,はせい,파생,2022,,,,,,,1.csv
恩恵,おんけい,은혜,2022,,,,,,,1.csv
如実に,にょじつに,"여실히, 있는 그대로",2022,,,,,,,1.csv
ミミへ,,,,9,,,Y,,,~66.csv
根底から庫す,,,,9,,,Y,,,~66.csv
休日を,,,,9,,,Y,,,~66.csv
返上する,,,,9,,,Y,,,~66.csv
当者に,,,,9,,,Y,,,~66.csv
匠り次ぐ,,,,9,,,Y,,,~66.csv
事ゆ難航している,,,,9,,,Y,,,~66.csv
誠待とネネ次,,,,9,,,Y,,,~66.csv
交希する,,,,9,,,Y,,,~66.csv
中手まとい,,,,9,,,Y,,,~66.csv
ガ入衝,,,,9,,,Y,,,~66.csv
妃境に,,,,9,,,Y,,,~66.csv
適応,,,,9,,,Y,,,~66.csv
ロ人絆を掲げる,,,,9,,,Y,,,~66.csv
避衝如対呈,,,,9,,,Y,,,~66.csv
中細,,,,9,,,Y,,,~66.csv
札で足止めされる,,,,9,,,Y,,,~66.csv
ロ本共の払拭,,,,9,,,Y,,,~66.csv
疲れひひへとへとになる,,,,9,,,Y,,,~66.csv
前市長の政策を,,,,9,,,Y,,,~66.csv
応襲する,,,,9,,,Y,,,~66.csv
符号,,,,9,,,Y,,,~66.csv
量合,,,,9,,,Y,,,~66.csv
る社呈時,,,,9,,,Y,,,~66.csv
ロロとっさに,,,,9,,,Y,,,~66.csv
家人の腕をつかむ,,,,9,,,Y,,,~66.csv
誠志,,,,9,,,Y,,,~66.csv
吾品る,,,,9,,,Y,,,~66.csv
ニニーーーューニ,,,,9,,,Y,,,~66.csv
品中,,,,9,,,Y,,,~66.csv
家を出て,,,,10,,,Y,,,~66.csv
自立,,,,10,,,Y,,,~66.csv
利益を,,,,10,,,Y,,,~66.csv
選元,,,,10,,,Y,,,~66.csv
時る,,,,10,,,Y,,,~66.csv
ネック,,,,10,,,Y,,,~66.csv
如叶る,,,,10,,,Y,,,~66.csv
次陥が,,,,10,,,Y,,,~66.csv
ストレスの発散,,,,10,,,Y,,,~66.csv
優勝という,,,,10,,,Y,,,~66.csv
快挙,,,,10,,,Y,,,~66.csv
議論が,,,,10,,,Y,,,~66.csv
よく似ていて,,,,10,,,Y,,,~66.csv
忠実に,,,,10,,,Y,,,~66.csv
は陸,,,,10,,,Y,,,~66.csv
心夫に,,,,10,,,Y,,,~66.csv
所除が行き届いている,,,,10,,,Y,,,~66.csv
幸えフト和,,,,10,,,Y,,,~66.csv
志久,,,,10,,,Y,,,~66.csv
一周入,,,,10,,,Y,,,~66.csv
念願,,,,10,,,Y,,,~66.csv
混乱を,,,,10,,,Y,,,~66.csv
助長する,,,,10,,,Y,,,~66.csv
ロ見返り,,,,10,,,Y,,,~66.csv
を求める,,,,10,,,Y,,,~66.csv
ト呈生き,,,,10,,,Y,,,~66.csv
上位に,,,,10,,,Y,,,~66.csv
代表チームが結成される,,,,10,,,Y,,,~66.csv
側の,,,,10,,,Y,,,~66.csv
手配,,,,10,,,Y,,,~66.csv
ロつくづく,,,,10,,,Y,,,~66.csv
均じる,,,,10,,,Y,,,~66.csv
名張がほぐれる,,,,10,,,Y,,,~66.csv
中外,,,,10,,,Y,,,~66.csv
居民,,,,10,,,Y,,,~66.csv
財供な,,,,11,,,Y,,,~66.csv
りズムに信,,,,11,,,Y,,,~66.csv
パムに合わせ,,,,11,,,Y,,,~66.csv
る天才叶,,,,11,,,Y,,,~66.csv
サイクル,,,,11,,,Y,,,~66.csv
を繰り返す,,,,11,,,Y,,,~66.csv
秒三者が仲武,,,,11,,,Y,,,~66.csv
志子のしわざ,,,,11,,,Y,,,~66.csv
人際め発覚,,,,11,,,Y,,,~66.csv
ロ病ががすべすべ,,,,11,,,Y,,,~66.csv
議論がかみ合わない,,,,11,,,Y,,,~66.csv
プライバシーを保護,,,,11,,,Y,,,~66.csv
ロ叫実に,,,,11,,,Y,,,~66.csv
再現した,,,,11,,,Y,,,~66.csv
水を爾手ですくう,,,,11,,,Y,,,~66.csv
念願,,,,11,,,Y,,,~66.csv
のマイホーム,,,,11,,,Y,,,~66.csv
るロ,,,,11,,,Y,,,~66.csv
カメラの,,,,11,,,Y,,,~66.csv
ピント,,,,11,,,Y,,,~66.csv
上位に,,,,11,,,Y,,,~66.csv
食い込,,,,11,,,Y,,,~66.csv
ロてっきり,,,,11,,,Y,,,~66.csv
地発の人かと時ったら,,,,11,,,Y,,,~66.csv
呈相,,,,11,,,Y,,,~66.csv
筐員が,,,,12,,,Y,,,~66.csv
全社を存続させる,,,,12,,,Y,,,~66.csv
秦成派,,,,12,,,Y,,,~66.csv
ロ人ををる風半,,,,12,,,Y,,,~66.csv
衝みる名知する,,,,12,,,Y,,,~66.csv
価もできめもどかしい,,,,12,,,Y,,,~66.csv
上江する,,,,12,,,Y,,,~66.csv
の了抹を基下した員,,,,12,,,Y,,,~66.csv
放夏,,,,12,,,Y,,,~66.csv
論されている,,,,12,,,Y,,,~66.csv
祭波,,,,12,,,Y,,,~66.csv
が間界中に,,,,12,,,Y,,,~66.csv
ロロの紳を,,,,12,,,Y,,,~66.csv
夫星,,,,12,,,Y,,,~66.csv
会吉,,,,17,,,Y,,,~66.csv
剖む,,,,17,,,Y,,,~66.csv
実情,,,,17,,,Y,,,~66.csv
に入れるの,,,,17,,,Y,,,~66.csv
合ったシステム,,,,17,,,Y,,,~66.csv
條の人の,,,,17,,,Y,,,~66.csv
混材,,,,17,,,Y,,,~66.csv
不備がある,,,,17,,,Y,,,~66.csv
総商の,,,,17,,,Y,,,~66.csv
復ロ,,,,17,,,Y,,,~66.csv
証拠礎十分で訴えは,,,,17,,,Y,,,~66.csv
彼の強み,,,,17,,,Y,,,~66.csv
脱却,,,,17,,,Y,,,~66.csv
ロ包,,,,17,,,Y,,,~66.csv
度対,,,,17,,,Y,,,~66.csv
会心の,,,,17,,,Y,,,~66.csv
出来,,,,17,,,Y,,,~66.csv
彼は次の大統領選には,,,,17,,,Y,,,~66.csv
六判衣な,,,,17,,,Y,,,~66.csv
ニュアンス,,,,17,,,Y,,,~66.csv
並行して供る,,,,17,,,Y,,,~66.csv
証言,,,,17,,,Y,,,~66.csv
事からの,,,,17,,,Y,,,~66.csv
抜粋,,,,17,,,Y,,,~66.csv
コピーー用紙の,,,,17,,,Y,,,~66.csv
ストック,,,,17,,,Y,,,~66.csv
確かにプロとアマチュアテ,,,,17,,,Y,,,~66.csv
歴然と,,,,17,,,Y,,,~66.csv
将来私はボランティア,,,,17,,,Y,,,~66.csv
話で,,,,17,,,Y,,,~66.csv
和完結する,,,,17,,,Y,,,~66.csv
章餅がフォローする,,,,17,,,Y,,,~66.csv
従事,,,,17,,,Y,,,~66.csv
ロ念願,,,,17,,,Y,,,~66.csv
のマイホーム,,,,17,,,Y,,,~66.csv
ロ本音,,,,17,,,Y,,,~66.csv
を言えば,,,,17,,,Y,,,~66.csv
母は一日中,,,,17,,,Y,,,~66.csv
秘られる,,,,17,,,Y,,,~66.csv
沿ホテル,,,,17,,,Y,,,~66.csv
縮維な,,,,17,,,Y,,,~66.csv
胃を評てる,,,,17,,,Y,,,~66.csv
にュースを報じる,,,,17,,,Y,,,~66.csv
糸倍及ぼす導者,,,,17,,,Y,,,~66.csv
日は日本一周をするこ,,,,17,,,Y,,,~66.csv
和もの,,,,17,,,Y,,,~66.csv
キャリア,,,,17,,,Y,,,~66.csv
軌道,,,,17,,,Y,,,~66.csv
催更,,,,17,,,Y,,,~66.csv
介科に導めにに,,,,17,,,Y,,,~66.csv
ロ結束,,,,17,,,Y,,,~66.csv
を蘭める,,,,17,,,Y,,,~66.csv
供僚な吉卒る間長に,,,,17,,,Y,,,~66.csv
ト呈,,,,17,,,Y,,,~66.csv
彼の行為は社,,,,17,,,Y,,,~66.csv
会病員,,,,17,,,Y,,,~66.csv
脱退,,,,17,,,Y,,,~66.csv
防犯対策の,,,,17,,,Y,,,~66.csv
閉店,,,,17,,,Y,,,~66.csv
ッターを閉,,,,17,,,Y,,,~66.csv
見合わせる,,,,17,,,Y,,,~66.csv
彼女は服の,,,,17,,,Y,,,~66.csv
センス,,,,17,,,Y,,,~66.csv
避束,,,,17,,,Y,,,~66.csv
孤パ,,,,18,,,Y,,,~66.csv
愛ね,,,,18,,,Y,,,~66.csv
やいそう正,,,,18,,,Y,,,~66.csv
ロあえて,,,,18,,,Y,,,~66.csv
明かす,,,,18,,,Y,,,~66.csv
サイズ,,,,18,,,Y,,,~66.csv
ロ圧迫,,,,18,,,Y,,,~66.csv
ロロあやふや押香各社品を定,,,,18,,,Y,,,~66.csv
誇張,,,,19,,,Y,,,~66.csv
ロサイズ,,,,19,,,Y,,,~66.csv
ロ再発巡,,,,19,,,Y,,,~66.csv
ロロさえる,,,,19,,,Y,,,~66.csv
中き君,,,,19,,,Y,,,~66.csv
察する,,,,19,,,Y,,,~66.csv
ロロさも,,,,19,,,Y,,,~66.csv
る中,,,,19,,,Y,,,~66.csv
ロしいて,,,,19,,,Y,,,~66.csv
ロ自覚志,,,,19,,,Y,,,~66.csv
ロしかける合,,,,19,,,Y,,,~66.csv
ロ辞退,,,,19,,,Y,,,~66.csv
ロシック,,,,19,,,Y,,,~66.csv
ロロしぶとい,,,,19,,,Y,,,~66.csv
ロロ視野,,,,19,,,Y,,,~66.csv
ロジャンル,,,,19,,,Y,,,~66.csv
ロ収容,,,,19,,,Y,,,~66.csv
ロ主導権,,,,19,,,Y,,,~66.csv
ロ硫庫入入季秘,,,,19,,,Y,,,~66.csv
ロ進呈,,,,19,,,Y,,,~66.csv
ロすがすがしい,,,,19,,,Y,,,~66.csv
ロすばしこい,,,,19,,,Y,,,~66.csv
ロスペーズスズ,,,,19,,,Y,,,~66.csv
ロ切実,,,,19,,,Y,,,~66.csv
ロロ夫取,,,,19,,,Y,,,~66.csv
ロせつない,,,,19,,,Y,,,~66.csv
ロロ設立如,,,,19,,,Y,,,~66.csv
ロセレモニ,,,,19,,,Y,,,~66.csv
ロ選考,,,,19,,,Y,,,~66.csv
ロ壮大る,,,,19,,,Y,,,~66.csv
ロ備わる,,,,19,,,Y,,,~66.csv
ロそっけない,,,,19,,,Y,,,~66.csv
上凍重,,,,19,,,Y,,,~66.csv
凍動,,,,19,,,Y,,,~66.csv
所議靖,,,,19,,,Y,,,~66.csv
ロロ所共,,,,19,,,Y,,,~66.csv
ロロ打義,,,,19,,,Y,,,~66.csv
ロだるい,,,,19,,,Y,,,~66.csv
半こ,,,,19,,,Y,,,~66.csv
ロ患告,,,,19,,,Y,,,~66.csv
直感的に,,,,19,,,Y,,,~66.csv
ロロ所,,,,19,,,Y,,,~66.csv
ロ紅ぐく,,,,19,,,Y,,,~66.csv
コネ,,,,19,,,Y,,,~66.csv
ロ手遅れ,,,,19,,,Y,,,~66.csv
計結,,,,19,,,Y,,,~66.csv
屋天宮,,,,19,,,Y,,,~66.csv
ロロつじつま,,,,19,,,Y,,,~66.csv
ロロ手順を,,,,19,,,Y,,,~66.csv
ロデータ,,,,19,,,Y,,,~66.csv
ロデザート,,,,19,,,Y,,,~66.csv
加を,,,,19,,,Y,,,~66.csv
ロ同意,,,,19,,,Y,,,~66.csv
ロ同感調,,,,19,,,Y,,,~66.csv
ロロ到底,,,,19,,,Y,,,~66.csv
ロどうにか,,,,19,,,Y,,,~66.csv
ロ特技,,,,19,,,Y,,,~66.csv
ロとぼける,,,,19,,,Y,,,~66.csv
ロ放り科まりに,,,,19,,,Y,,,~66.csv
ロ取り縮まる,,,,19,,,Y,,,~66.csv
ロ取,,,,19,,,Y,,,~66.csv
中可,,,,19,,,Y,,,~66.csv
人る,,,,19,,,Y,,,~66.csv
着斉,,,,20,,,Y,,,~66.csv
和何とぞ時,,,,20,,,Y,,,~66.csv
ト守下咽,,,,20,,,Y,,,~66.csv
る入,,,,20,,,Y,,,~66.csv
に入れるの,,,,20,,,Y,,,~66.csv
ナンセンス,,,,20,,,Y,,,~66.csv
目下失業中なので毎日,,,,20,,,Y,,,~66.csv
ロロ破率,,,,20,,,Y,,,~66.csv
生きるのがつらいといっ,,,,20,,,Y,,,~66.csv
生ゃす,,,,20,,,Y,,,~66.csv
和ネ加,,,,20,,,Y,,,~66.csv
ロひいては,,,,20,,,Y,,,~66.csv
一息,,,,20,,,Y,,,~66.csv
合生,,,,20,,,Y,,,~66.csv
貧弱,,,,20,,,Y,,,~66.csv
ロ頻繁,,,,20,,,Y,,,~66.csv
ファイト,,,,20,,,Y,,,~66.csv
母は私の気持ちを敏感に,,,,20,,,Y,,,~66.csv
フォーム,,,,20,,,Y,,,~66.csv
深まる,,,,20,,,Y,,,~66.csv
ふらふら電社利訪,,,,20,,,Y,,,~66.csv
時時,,,,20,,,Y,,,~66.csv
制して,,,,20,,,Y,,,~66.csv
振り出し,,,,20,,,Y,,,~66.csv
この夏は,,,,20,,,Y,,,~66.csv
むし盟く,,,,20,,,Y,,,~66.csv
ロ便宜,,,,20,,,Y,,,~66.csv
ロ返却,,,,20,,,Y,,,~66.csv
ロ補充,,,,20,,,Y,,,~66.csv
ロ募集,,,,20,,,Y,,,~66.csv
ロぼやけるる,,,,20,,,Y,,,~66.csv
ゴキブリは,,,,20,,,Y,,,~66.csv
見苦しい呈,,,,20,,,Y,,,~66.csv
ロ密接,,,,20,,,Y,,,~66.csv
ロ見積もる,,,,20,,,Y,,,~66.csv
講演者の話は長いわりに,,,,20,,,Y,,,~66.csv
ロ身なり,,,,20,,,Y,,,~66.csv
ロ身のりに,,,,20,,,Y,,,~66.csv
ロ未練,,,,20,,,Y,,,~66.csv
貧慣,,,,20,,,Y,,,~66.csv
ロ明白,,,,20,,,Y,,,~66.csv
ロ名准,,,,20,,,Y,,,~66.csv
ロ自飼ましい,,,,20,,,Y,,,~66.csv
彼が責任を取って辞職す,,,,20,,,Y,,,~66.csv
ロ模型,,,,20,,,Y,,,~66.csv
ロ箇個を見る,,,,20,,,Y,,,~66.csv
ロコ,,,,20,,,Y,,,~66.csv
正規,,,,20,,,Y,,,~66.csv
目下,,,,20,,,Y,,,~66.csv
ロもてなす,,,,20,,,Y,,,~66.csv
ロもろにる,,,,20,,,Y,,,~66.csv
彼らは見ず知らずの私た,,,,20,,,Y,,,~66.csv
野心,,,,20,,,Y,,,~66.csv
ロロややこしい,,,,20,,,Y,,,~66.csv
提ロ講虐,,,,20,,,Y,,,~66.csv
言わせてもらう,,,,20,,,Y,,,~66.csv
ロ抑制,,,,20,,,Y,,,~66.csv
ロよみがえる,,,,20,,,Y,,,~66.csv
以って,,,,20,,,Y,,,~66.csv
ロ連帯,,,,20,,,Y,,,~66.csv
ロロマンチック,,,,20,,,Y,,,~66.csv
ロリード,,,,20,,,Y,,,~66.csv
論理,,,,20,,,Y,,,~66.csv
ロ割り込む,,,,20,,,Y,,,~66.csv
な中,,,,20,,,Y,,,~66.csv
益る習型,,,,20,,,Y,,,~66.csv
始めて,,,,21,,,Y,,,~66.csv
着手して,,,,21,,,Y,,,~66.csv
笠本,,,,21,,,Y,,,~66.csv
傾向,,,,21,,,Y,,,~66.csv
トレンド,,,,21,,,Y,,,~66.csv
度格な呈,,,,21,,,Y,,,~66.csv
特によい時,,,,21,,,Y,,,~66.csv
和己,,,,21,,,Y,,,~66.csv
冷やかして,,,,21,,,Y,,,~66.csv
礎是議そうな,,,,21,,,Y,,,~66.csv
の衝,,,,21,,,Y,,,~66.csv
すべて井,,,,21,,,Y,,,~66.csv
重中,,,,21,,,Y,,,~66.csv
失げさ所,,,,21,,,Y,,,~66.csv
基難,,,,21,,,Y,,,~66.csv
所千,,,,21,,,Y,,,~66.csv
試練,,,,21,,,Y,,,~66.csv
簡てる,,,,21,,,Y,,,~66.csv
当面,,,,21,,,Y,,,~66.csv
ロ自前の由,,,,21,,,Y,,,~66.csv
へへ品早呈計,,,,21,,,Y,,,~66.csv
自分で買った二せ,,,,21,,,Y,,,~66.csv
凍較,,,,21,,,Y,,,~66.csv
委託する,,,,22,,,Y,,,~66.csv
懸念される,,,,22,,,Y,,,~66.csv
任せる,,,,22,,,Y,,,~66.csv
すがすがしい貞分,,,,22,,,Y,,,~66.csv
央やかな儲居儲狼定社,,,,22,,,Y,,,~66.csv
誤用を,,,,22,,,Y,,,~66.csv
工面する,,,,22,,,Y,,,~66.csv
沿する,,,,22,,,Y,,,~66.csv
用意するる,,,,22,,,Y,,,~66.csv
骸い,,,,22,,,Y,,,~66.csv
電語,,,,22,,,Y,,,~66.csv
雑な,,,,22,,,Y,,,~66.csv
坊和ネ社寺,,,,22,,,Y,,,~66.csv
不慮,,,,22,,,Y,,,~66.csv
の事故,,,,22,,,Y,,,~66.csv
うなだれる費,,,,22,,,Y,,,~66.csv
トドを,,,,22,,,Y,,,~66.csv
角ぐ,,,,22,,,Y,,,~66.csv
時土,,,,22,,,Y,,,~66.csv
盟会,,,,22,,,Y,,,~66.csv
根こそぎ,,,,22,,,Y,,,~66.csv
持ってい,,,,22,,,Y,,,~66.csv
打撃,,,,22,,,Y,,,~66.csv
順する,,,,22,,,Y,,,~66.csv
ダメージ,,,,22,,,Y,,,~66.csv
手腕,,,,22,,,Y,,,~66.csv
能力,,,,22,,,Y,,,~66.csv
時間を,,,,22,,,Y,,,~66.csv
ロスする,,,,22,,,Y,,,~66.csv
トトにする,,,,22,,,Y,,,~66.csv
仕事がはかどる,,,,22,,,Y,,,~66.csv
目下,,,,22,,,Y,,,~66.csv
引粒,,,,22,,,Y,,,~66.csv
今吉,,,,22,,,Y,,,~66.csv
改修職事を,,,,22,,,Y,,,~66.csv
請り負う,,,,22,,,Y,,,~66.csv
前き受ける,,,,22,,,Y,,,~66.csv
時する,,,,22,,,Y,,,~66.csv
工し上げる,,,,22,,,Y,,,~66.csv
この地方の,,,,22,,,Y,,,~66.csv
直る旦,,,,22,,,Y,,,~66.csv
符如弄,,,,22,,,Y,,,~66.csv
何だかやつれている,,,,23,,,Y,,,~66.csv
関する,,,,23,,,Y,,,~66.csv
節がけない,,,,23,,,Y,,,~66.csv
不護,,,,23,,,Y,,,~66.csv
の事吉,,,,23,,,Y,,,~66.csv
根こそぎ,,,,23,,,Y,,,~66.csv
時っていく,,,,23,,,Y,,,~66.csv
千曲,,,,23,,,Y,,,~66.csv
雷中する,,,,23,,,Y,,,~66.csv
つう没名する,,,,23,,,Y,,,~66.csv
才がの尺度,,,,23,,,Y,,,~66.csv
箱全な台,,,,23,,,Y,,,~66.csv
任凍,,,,23,,,Y,,,~66.csv
放心な,,,,23,,,Y,,,~66.csv
重要なる,,,,23,,,Y,,,~66.csv
憶調に進む,,,,23,,,Y,,,~66.csv
信吾が,,,,23,,,Y,,,~66.csv
千呈,,,,23,,,Y,,,~66.csv
我載,,,,23,,,Y,,,~66.csv
ロロ辛多,,,,23,,,Y,,,~66.csv
この地方ののしきたり,,,,23,,,Y,,,~66.csv
偵習愉,,,,23,,,Y,,,~66.csv
才さ,,,,23,,,Y,,,~66.csv
リスク,,,,24,,,Y,,,~66.csv
が伴う,,,,24,,,Y,,,~66.csv
トス軒,,,,24,,,Y,,,~66.csv
反人に,,,,24,,,Y,,,~66.csv
アイディアを,,,,24,,,Y,,,~66.csv
絶賛する,,,,24,,,Y,,,~66.csv
時った,,,,24,,,Y,,,~66.csv
自由なヵ,,,,24,,,Y,,,~66.csv
気ままな,,,,24,,,Y,,,~66.csv
その件ばうやむやゃに,,,,24,,,Y,,,~66.csv
いくつかヌ包,,,,24,,,Y,,,~66.csv
分担品,,,,24,,,Y,,,~66.csv
手分けに,,,,24,,,Y,,,~66.csv
お手上げだ,,,,24,,,Y,,,~66.csv
設理する,,,,24,,,Y,,,~66.csv
早く正確に,,,,24,,,Y,,,~66.csv
用意したを,,,,24,,,Y,,,~66.csv
究黙な,,,,24,,,Y,,,~66.csv
震なをを,,,,24,,,Y,,,~66.csv
調層した,,,,24,,,Y,,,~66.csv
同呈,,,,24,,,Y,,,~66.csv
ネ結計,,,,24,,,Y,,,~66.csv
温和な,,,,24,,,Y,,,~66.csv
性簡,,,,24,,,Y,,,~66.csv
衝やかな,,,,24,,,Y,,,~66.csv
人蘭が,,,,24,,,Y,,,~66.csv
紛紐した,,,,24,,,Y,,,~66.csv
場所を,,,,24,,,Y,,,~66.csv
ずれ込みそう,,,,24,,,Y,,,~66.csv
スポット,,,,24,,,Y,,,~66.csv
全皇する,,,,24,,,Y,,,~66.csv
華がないぇ,,,,24,,,Y,,,~66.csv
説明されなかうっ,,,,24,,,Y,,,~66.csv
無沸気な,,,,24,,,Y,,,~66.csv
が大,,,,24,,,Y,,,~66.csv
益る避穫,,,,24,,,Y,,,~66.csv
リスク(が伴う),,본 더,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
非常に素晴 VIばの,,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
ご して,,편안히하고,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
くつろいで,,편안히쉬고 = ゆっくり,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
その件は)うやむやに aze) aatval,,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,R0001,その件は)うやむやに aze) aatval = あいまいに,~115.csv
あいまいに,,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,R0001,その件は)うやむやに aze) aatval = あいまいに,~115.csv
て ぁ ょこ,,없다,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
お手上げだ ase 5 どうしようもない,,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
ここ ᄆ,,속수무책이다 ーーー,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,R0002,ここ ᄆ = 上げだ,~115.csv
上げだ,,속수무책이다 ーーー,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,R0002,ここ ᄆ = 上げだ,~115.csv
こんらん,,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
混乱した,,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
っ だ,,늦어질것길,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
すれ込みをうだ easaaa,,같다,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,R0003,すれ込みをうだ easaaa = 遅くなりそうた,~115.csv
遅くなりそうた,,같다,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,R0003,すれ込みをうだ easaaa = 遅くなりそうた,~115.csv
開 le ろくに介さなかった) mazawensacd,,베르 그다지,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,R0004,開 le ろくに介さなかった) mazawensacd = たいして,~115.csv
たいして,,베르 그다지,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,R0004,開 le ろくに介さなかった) mazawensacd = たいして,~115.csv
"スケール (が違う) Avie, weer cre)",,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
寄与(にこよるところが大きい),,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
っmain mmm ーー,,,,1,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
ゥーつ選びなさい・ SSへ,,,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
生じつと見た zロ,,,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
思う 架空の(人物),,가2의인물 = AURD veel,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
かねがね(お目にかかりたいと) 5 以前から,,이전부터,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
当面(ない),,당분간(없대 = しばらくは geze,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
ぼやいている,,투덜거리고 있다 = BMT TS ewes,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
最低限,,으으 ーーー ーーーーーーーー ーー一,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
しっかりして,,,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
つぶやく,,중얼거리다 투덜대다 ニ 小さな声で言う 직은목소리로말하다,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
"不審な(9 sue, gdAale(",,,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
アイデンティティー | : _ ー,,,,2,,유의표현 기출어휘 2021-2010,OCR 추출 - 검수 권장,,,~115.csv
